StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,EXP_ID,src_subject_id,Survey_check,panas_ex_1,panas_ex_2,panas_ex_3,panas_ex_4,panas_ex_5,panas_ex_6,panas_ex_7,panas_ex_8,panas_ex_9,panas_ex_10,panas_ex_11,panas_ex_12,panas_ex_13,panas_ex_14,panas_ex_15,panas_ex_16,panas_ex_17,panas_ex_18,panas_ex_19,panas_ex_20
5/16/24 10:46,5/16/24 10:51,IP Address,130.132.173.51,100,312,TRUE,5/16/24 10:51,R_8jVT6E0QWCIQWoQ,,,,,41.3186,-72.9302,anonymous,EN,zb99,s87,Yes,84,1,65,1,70,1,1,1,80,65,1,85,1,50,1,75,85,10,65,1
5/24/24 10:44,5/24/24 10:46,IP Address,130.132.173.51,100,147,TRUE,5/24/24 10:46,R_3pKA8gPNM219lbN,,,,,41.3186,-72.9302,anonymous,EN,zb99,s88,Yes,61,25,40,13,54,0,20,27,59,54,16,23,0,44,24,52,34,10,45,14
5/31/24 10:49,5/31/24 10:51,IP Address,130.132.173.51,100,121,TRUE,5/31/24 10:51,R_3pcgNTXzwr2QN2S,,,,,41.3186,-72.9302,anonymous,EN,zb99,s89,Yes,63,2,44,1,20,1,1,1,61,26,8,40,1,53,6,45,43,1,37,1
6/6/24 11:37,6/6/24 11:39,IP Address,130.132.173.51,100,148,TRUE,6/6/24 11:39,R_3R4VMl18JGkQ8cj,,,,,41.3186,-72.9302,anonymous,EN,zb99,s90,Yes,80,30,60,30,40,0,5,0,60,30,25,10,0,15,40,75,40,30,30,15
6/18/24 13:50,6/18/24 13:53,IP Address,128.36.7.244,100,224,TRUE,6/18/24 13:53,R_1HO5c48DMIjq38R,,,,,41.3136,-72.9272,anonymous,EN,zb99,s91,Yes,27,12,1,1,1,1,10,1,1,1,14,61,1,1,12,1,65,26,15,10
6/20/24 11:41,6/20/24 11:44,IP Address,128.36.7.52,100,185,TRUE,6/20/24 11:44,R_5HoUSLFcXprN1bo,,,,,41.3136,-72.9272,anonymous,EN,zb99,s92,Yes,22,18,59,14,60,11,15,18,55,55,14,30,15,35,19,67,64,8,67,18
6/26/24 10:50,6/26/24 10:52,IP Address,128.36.7.161,100,149,TRUE,6/26/24 10:52,R_36njzu1rCXetl31,,,,,41.3136,-72.9272,anonymous,EN,zb99,s93,Yes,53,5,61,2,45,4,4,4,71,38,6,67,4,49,7,50,64,8,52,6
6/27/24 11:42,6/27/24 11:46,IP Address,130.132.173.62,100,225,TRUE,6/27/24 11:46,R_7cbWQCqhgxb7z8x,,,,,41.3186,-72.9302,anonymous,EN,zb99,s94,Yes,50,0,40,0,0,0,0,0,70,0,0,60,0,0,0,60,60,0,50,0
7/8/24 11:35,7/8/24 11:38,IP Address,130.132.173.62,100,203,TRUE,7/8/24 11:38,R_1kuCBV4sCwkcWx6,,,,,41.3186,-72.9302,anonymous,EN,zb99,s95,Yes,80,1,80,1,80,1,1,1,80,60,1,90,1,91,1,100,95,50,50,1
7/11/24 11:46,7/11/24 11:50,IP Address,130.132.173.62,100,236,TRUE,7/11/24 11:50,R_7YXGikuj5BX74af,,,,,41.3186,-72.9302,anonymous,EN,zb99,s96,Yes,31,21,15,8,16,3,11,4,22,13,13,34,7,34,12,31,49,54,48,11
7/16/24 13:54,7/16/24 13:59,IP Address,130.132.173.62,100,293,TRUE,7/16/24 13:59,R_3t9Zm8Lpwf8cjV7,,,,,41.3186,-72.9302,anonymous,EN,zb99,s98,Yes,24,8,6,4,30,0,0,3,10,12,10,45,0,20,4,15,60,30,25,0
7/23/24 13:43,7/23/24 13:46,IP Address,128.36.7.17,100,190,TRUE,7/23/24 13:46,R_7rAcD9OSqMINKr0,,,,,41.3186,-72.9302,anonymous,EN,zb99,s100,Yes,62,10,70,0,0,0,0,16,53,0,41,40,0,89,25,69,58,0,55,0
9/7/24 14:37,9/7/24 14:42,IP Address,130.132.173.62,100,342,TRUE,9/7/24 14:42,R_6BQkVreBGuVU9gr,,,,,41.3186,-72.9302,anonymous,EN,zb99,s101,Yes,9,4,14,3,18,4,4,3,19,28,8,18,4,9,4,17,19,16,24,3
9/28/24 14:13,9/28/24 14:19,IP Address,130.132.173.16,100,308,TRUE,9/28/24 14:19,R_5VwlQO6BrcRgU1y,,,,,41.3186,-72.9302,anonymous,EN,zb99,s103,Yes,79,0,73,0,52,0,1,0,38,0,0,30,0,15,0,0,30,0,19,0
10/1/24 11:48,10/1/24 11:52,IP Address,130.132.173.16,100,226,TRUE,10/1/24 11:53,R_77s5HsH0pdsWkrA,,,,,41.3186,-72.9302,anonymous,EN,zb99,s104,Yes,61,64,50,1,53,7,1,1,54,50,38,40,1,53,1,48,34,1,46,1
10/1/24 14:11,10/1/24 14:14,IP Address,130.132.173.16,100,177,TRUE,10/1/24 14:14,R_1GW7lnv0E0xlq88,,,,,41.3186,-72.9302,anonymous,EN,zb99,s105,Yes,41,0,15,0,26,0,0,0,10,11,9,23,0,9,0,10,20,14,16,0
10/3/24 11:38,10/3/24 11:41,IP Address,130.132.173.16,100,232,TRUE,10/3/24 11:41,R_5lYbCvJc6ukZaac,,,,,41.3186,-72.9302,anonymous,EN,zb99,s106,Yes,80,28,39,15,60,9,5,5,50,40,42,29,10,75,20,80,79,48,70,20
